postal code,long,lat
98160,103.838242,1.240514
98309,103.838165,1.240037
98202,103.839527,1.241344
98311,103.838606,1.241079
98289,103.838691,1.241374
98290,103.838643,1.241216
98273,103.838725,1.241709
98211,103.838702,1.241554
98161,103.838827,1.24191
98329,103.839706,1.244162
98162,103.839279,1.244389
98163,103.83917,1.244315
98164,103.83908,1.244245
98165,103.838996,1.24417
98167,103.838871,1.24407
98168,103.838821,1.244025
98166,103.83893,1.24412
98172,103.838687,1.243895
98171,103.838716,1.243931
98169,103.838771,1.243975
98170,103.838742,1.243955
98173,103.838657,1.243857
98175,103.838613,1.243812
98174,103.838631,1.243834
98176,103.838587,1.243793
98177,103.838558,1.243769
98178,103.838533,1.243751
98159,103.838288,1.243122
98327,103.838889,1.243491
98330,103.839312,1.243095
98328,103.839214,1.242793
98274,103.838443,1.242815
98077,103.838367,1.242976
98080,103.838627,1.242416
98079,103.838726,1.242204
98239,103.837925,1.24187
98237,103.837958,1.241992
98242,103.837559,1.24225
98240,103.837641,1.24236
98238,103.837801,1.242434
98393,103.836921,1.243011
98184,103.83691,1.243302
98185,103.83707,1.243347
98186,103.837235,1.243407
98053,103.837677,1.243225
98052,103.837854,1.243273
98146,103.834997,1.242467
98266,103.835621,1.242154
98296,103.835495,1.242048
98055,103.835347,1.241965
98292,103.835238,1.241883
98054,103.835088,1.241791
98125,103.835005,1.241699
98069,103.835808,1.242197
98102,103.835955,1.241507
98108,103.836351,1.241562
98394,103.836476,1.24279
98395,103.836562,1.242463
98251,103.837263,1.241558
98250,103.837311,1.241699
98244,103.837457,1.242106
98246,103.837393,1.241973
98248,103.837353,1.24184
98241,103.837893,1.241705
98243,103.837856,1.24157
98245,103.837844,1.241439
98247,103.837833,1.24124
98254,103.837514,1.241142
98249,103.8377,1.241128
98253,103.83735,1.241215
98252,103.837275,1.241386
98117,103.835821,1.240701
98116,103.835982,1.240709
98115,103.836116,1.24071
98114,103.836277,1.240711
98113,103.836385,1.240836
98112,103.836421,1.240993
98111,103.836416,1.241132
98110,103.836423,1.241276
98109,103.8364,1.241396
98120,103.836142,1.241291
98103,103.835871,1.241398
98104,103.835772,1.241295
98107,103.835458,1.241022
98106,103.835572,1.241113
98105,103.835661,1.241191
98119,103.835438,1.240751
98118,103.835663,1.240706
98212,103.835013,1.239918
98214,103.836423,1.239852
98213,103.83622,1.239864
98092,103.836059,1.239871
98129,103.835899,1.239838
98215,103.835814,1.239391
98042,103.835594,1.239392
98045,103.835699,1.23988
98044,103.835523,1.239869
98096,103.835374,1.239888
98094,103.835152,1.2399
98093,103.835173,1.239397
98127,103.835382,1.239422
98043,103.834924,1.239422
98095,103.834743,1.239389
98130,103.834337,1.239291
98050,103.834093,1.239653
98071,103.833668,1.240125
98068,103.83413,1.239975
98067,103.834123,1.240115
98070,103.83413,1.24026
98100,103.834154,1.240621
98046,103.834804,1.239967
98179,103.834731,1.241495
98059,103.834617,1.241352
98123,103.834547,1.241213
98124,103.834442,1.241105
98225,103.834299,1.240988
98392,103.83421,1.240872
98222,103.834071,1.241469
98223,103.833971,1.241335
98089,103.833836,1.241185
98087,103.833665,1.241003
98085,103.833603,1.240877
98083,103.833693,1.240638
98126,103.833662,1.240296
98084,103.83455,1.241894
98098,103.83434,1.241746
98143,103.8342,1.241579
98396,103.834825,1.241589
98097,103.834745,1.242233
98263,103.834616,1.242097
98181,103.834882,1.242362
99892,103.829059,1.244187
98051,103.831742,1.23851
98099,103.831605,1.238593
98060,103.831457,1.238697
98061,103.831263,1.238939
98224,103.831437,1.239465
98056,103.831781,1.239127
98265,103.83168,1.239245
98262,103.831546,1.239365
98088,103.831344,1.239574
98218,103.832139,1.238821
98048,103.832013,1.238922
98049,103.83189,1.239025
98331,103.831905,1.238392
98047,103.832549,1.23853
98226,103.832398,1.238623
98217,103.832291,1.238698
98264,103.832727,1.238497
98082,103.832901,1.238541
98086,103.83337,1.238776
98090,103.83363,1.239607
98220,103.833577,1.239225
98180,103.834093,1.239189
98294,103.833972,1.239005
98058,103.833872,1.238823
98145,103.833556,1.239083
98144,103.833483,1.238884
98295,103.83362,1.238491
98122,103.833758,1.238637
98091,103.83317,1.238178
98101,103.83297,1.238107
98142,103.832769,1.23808
98057,103.832564,1.238085
98293,103.832296,1.238149
98219,103.832043,1.238289
98942,103.82834,1.242632
99344,103.821764,1.249866
99341,103.821792,1.249575
98524,103.822186,1.250146
98523,103.822247,1.250227
99347,103.821793,1.250244
99339,103.821825,1.2504
99340,103.821886,1.250481
99662,103.822088,1.250582
99513,103.822572,1.250151
99512,103.822471,1.250009
98522,103.822816,1.248561
98941,103.825104,1.245839
98943,103.824941,1.246844
99891,103.827854,1.246066
99893,103.827978,1.247362
99974,103.826012,1.247827
99983,103.827621,1.2479
99981,103.82803,1.248572
99980,103.828035,1.24866
99957,103.827115,1.250785
99955,103.826919,1.250593
99956,103.826877,1.250997
99508,103.826144,1.250324
99511,103.825707,1.250781
99509,103.825809,1.250639
99954,103.826024,1.250423
98297,103.824874,1.249262
99510,103.824393,1.249461
99395,103.823105,1.250986
99397,103.822917,1.250986
99396,103.822643,1.251143
99661,103.82295,1.251474
99394,103.823253,1.251357
99566,103.823585,1.252105
99959,103.824545,1.251856
98268,103.826195,1.253143
99958,103.826996,1.251078
98267,103.825799,1.253875
99023,103.829256,1.25241
99975,103.831522,1.248252
99024,103.828709,1.248934
99982,103.828924,1.248107
99976,103.829323,1.248159
99977,103.82923,1.248221
99978,103.829478,1.247915
99979,103.829612,1.247915
98692,103.835796,1.249121
98691,103.83592,1.249031
98688,103.835248,1.248582
98690,103.83602,1.248288
98687,103.83606,1.247973
98689,103.836181,1.248729
98497,103.83963,1.245802
98286,103.839276,1.24855
98317,103.839048,1.248548
98284,103.83955,1.249103
98537,103.839801,1.248142
98152,103.840003,1.249191
98282,103.838186,1.249491
98397,103.839188,1.249005
98285,103.839002,1.249014
98320,103.838837,1.24902
98438,103.838665,1.24917
98439,103.838534,1.24927
98519,103.838333,1.249401
98283,103.838156,1.248915
98440,103.838323,1.248819
98155,103.838472,1.248758
98399,103.838595,1.248667
98156,103.838731,1.248621
98318,103.83731,1.250066
98321,103.837432,1.24992
98398,103.837629,1.249802
98319,103.837825,1.249694
98501,103.838017,1.249598
98401,103.836664,1.250836
98437,103.836846,1.250668
98153,103.83699,1.250472
98400,103.837144,1.250222
98154,103.836518,1.250974
98441,103.836104,1.251475
98500,103.836256,1.251323
98525,103.836397,1.251203
98681,103.835641,1.256262
98677,103.836048,1.255404
98658,103.835363,1.25551
98680,103.83491,1.255623
98682,103.830054,1.258602
98325,103.832927,1.260356
98324,103.840919,1.2574
98323,103.831804,1.261118
98685,103.831475,1.261195
98322,103.831692,1.260589
98683,103.830631,1.259529
98684,103.8302,1.259976
98072,103.82431,1.264126
98544,103.824726,1.264564
99421,103.82473,1.265229
99419,103.825777,1.265032
99452,103.82774,1.269188
99200,103.824623,1.269403
99199,103.823896,1.269665
99205,103.823906,1.269332
99202,103.823982,1.2692
99204,103.824048,1.269028
98775,103.822409,1.267954
98774,103.822526,1.267822
98773,103.822638,1.267714
98771,103.822763,1.267598
98772,103.822691,1.267666
99281,103.822433,1.267135
99282,103.822593,1.267113
99283,103.82289,1.267118
98827,103.824923,1.266415
98829,103.82329,1.266049
98828,103.823839,1.266242
98865,103.822955,1.266629
98830,103.822763,1.266213
98867,103.82253,1.265502
98585,103.822287,1.264241
98886,103.821519,1.265421
98855,103.822036,1.265461
98856,103.822148,1.265471
99115,103.819236,1.266844
99107,103.820654,1.268291
99280,103.822146,1.267245
99279,103.821866,1.267444
99109,103.821498,1.269835
99111,103.820837,1.269724
99112,103.820364,1.268948
99110,103.820277,1.268979
99113,103.820379,1.269455
99106,103.819687,1.269055
99108,103.820131,1.269019
98686,103.815938,1.269668
98638,103.816123,1.267232
98639,103.816384,1.267115
98641,103.816521,1.266539
98640,103.816645,1.266861
98864,103.816289,1.266706
98643,103.815998,1.266153
98642,103.816257,1.266329
99254,103.818566,1.264472
98632,103.818216,1.264966
98499,103.818685,1.265788
99114,103.819157,1.266628
98633,103.819277,1.264692
99255,103.819105,1.264114
910930,103.820184,1.264172
99253,103.820199,1.264383
98678,103.824433,1.260016
98631,103.825053,1.260024
98140,103.8223,1.255379
99053,103.823146,1.25502
99923,103.824122,1.254299
99924,103.82411,1.254281
99921,103.824163,1.254368
99922,103.824141,1.254333
99920,103.824191,1.254415
99918,103.824219,1.254462
99917,103.824241,1.254488
99565,103.82234,1.251897
99392,103.822338,1.251266
99393,103.822415,1.25123
99665,103.822092,1.251616
99666,103.822148,1.251631
99667,103.822204,1.251646
99562,103.822041,1.251805
99664,103.822024,1.251598
99663,103.821958,1.251587
99563,103.822142,1.251846
99564,103.822234,1.251877
99398,103.822232,1.25222
99952,103.821378,1.252828
99949,103.821569,1.25318
99919,103.821554,1.253185
99960,103.821553,1.252673
99950,103.821223,1.253288
99953,103.820744,1.252839
98672,103.820363,1.25327
99951,103.820282,1.253372
99699,103.820214,1.253464
98588,103.819479,1.253823
98977,103.819277,1.2543
99056,103.822191,1.255598
99055,103.822143,1.255702
99482,103.822022,1.25571
99483,103.821855,1.255692
98141,103.821849,1.255728
99048,103.821688,1.256099
99051,103.82187,1.255975
99050,103.821771,1.256039
99052,103.821974,1.255892
99054,103.822069,1.255808
99481,103.822244,1.256747
99621,103.820967,1.25706
98138,103.820172,1.256377
98269,103.82056,1.255815
99598,103.819023,1.255773
99626,103.818735,1.25563
98973,103.817822,1.255562
99624,103.81881,1.256031
99623,103.819003,1.255848
98271,103.818924,1.256039
99635,103.818897,1.256422
99701,103.817392,1.255806
99702,103.816932,1.255541
99708,103.81675,1.255321
98464,103.816253,1.255587
99706,103.816572,1.255131
99003,103.817,1.254782
99707,103.817308,1.255473
99703,103.817613,1.255218
98972,103.818343,1.254899
98465,103.818424,1.253943
99696,103.81838,1.253599
99700,103.817863,1.25401
99001,103.816259,1.252862
99010,103.817214,1.252603
98997,103.81633,1.252283
99000,103.816402,1.251937
99346,103.818964,1.251088
98604,103.818715,1.251734
99704,103.818717,1.252
99705,103.818871,1.25333
98679,103.819718,1.253296
98676,103.819174,1.252721
99345,103.819136,1.251128
99367,103.822069,1.250976
99343,103.820931,1.25041
99338,103.821215,1.250116
99337,103.821124,1.250207
98498,103.820448,1.250456
98232,103.820336,1.250258
98996,103.815621,1.252675
99007,103.813678,1.254843
99005,103.814287,1.25436
99004,103.814109,1.254518
99006,103.813916,1.25466
99537,103.814084,1.255262
99538,103.814794,1.254687
99536,103.812773,1.256956
98998,103.812672,1.255686
98995,103.812032,1.256205
98999,103.812225,1.256001
99002,103.811056,1.257322
98970,103.809503,1.257787
98975,103.810792,1.257555
98969,103.811299,1.258547
98976,103.811356,1.257484
99008,103.81317,1.257804
98967,103.814084,1.258287
98968,103.815334,1.25784
98382,103.812258,1.264077
98654,103.813678,1.265938
98649,103.814858,1.264822
98648,103.81501,1.265086
98647,103.815225,1.265404
98646,103.815497,1.265483
98644,103.815808,1.265856
98645,103.815504,1.265801
98650,103.815545,1.266711
98651,103.814965,1.266101
98652,103.814718,1.265906
98653,103.814312,1.265336
98655,103.814102,1.266547
98656,103.814323,1.266724
98405,103.813248,1.266793
98404,103.813564,1.267339
98403,103.814114,1.267714
98402,103.814138,1.268019
98657,103.814831,1.267315
98635,103.815274,1.267516
98637,103.815814,1.267067
98831,103.815607,1.267507
98636,103.815566,1.267357
98832,103.815206,1.267824
98833,103.815836,1.269138
99228,103.814637,1.269821
98717,103.814478,1.269587
98718,103.814436,1.269613
98719,103.814402,1.269637
98720,103.81435,1.26966
98716,103.814681,1.269427
98834,103.814608,1.269493
98835,103.814618,1.269013
98836,103.814491,1.269148
98837,103.81426,1.269335
98724,103.814308,1.269571
98726,103.814299,1.269553
98722,103.814324,1.26959
98866,103.814139,1.269677
98723,103.813947,1.269976
98721,103.814001,1.269931
98725,103.813871,1.269956
98842,103.813645,1.269926
98841,103.813575,1.269806
98838,103.81382,1.269742
98839,103.813751,1.26965
98840,103.813681,1.26967
98843,103.813445,1.269933
98844,103.813405,1.269947
98845,103.81336,1.269975
98846,103.813316,1.270002
98847,103.81327,1.27003
98848,103.813232,1.270059
109923,103.811925,1.269065
98418,103.810743,1.267231
98419,103.811165,1.267387
98408,103.811968,1.267151
98406,103.812664,1.266932
98407,103.81239,1.266648
98409,103.811622,1.266841
98411,103.810692,1.266148
98410,103.81109,1.266888
98417,103.810676,1.266734
98416,103.810334,1.266727
98415,103.809848,1.266675
98414,103.809685,1.266865
98412,103.81025,1.266172
98413,103.810079,1.265467
109922,103.808472,1.265326
109921,103.808708,1.265637
109920,103.808739,1.266066
109919,103.808905,1.266316
109918,103.807354,1.267282
118479,103.803817,1.268364
117907,103.80374,1.266969
117631,103.804099,1.267022
117911,103.803968,1.266614
117910,103.803878,1.26671
117909,103.803812,1.266795
117908,103.803764,1.266867
117630,103.803756,1.2667
117540,103.805057,1.265226
119187,103.806602,1.265486
119190,103.801381,1.269781
119191,103.801257,1.269885
119189,103.800471,1.268023
119188,103.800549,1.267929
118485,103.799432,1.269224
117536,103.799101,1.269473
118483,103.798961,1.269568
118810,103.795688,1.270157
117538,103.796702,1.271885
118480,103.795113,1.272589
119431,103.794403,1.27391
119430,103.794537,1.273849
119429,103.794659,1.273756
119428,103.794843,1.274029
119426,103.794647,1.274192
119427,103.794745,1.274129
119417,103.794881,1.274304
119415,103.795023,1.27424
119411,103.795049,1.274545
119413,103.795127,1.274475
118507,103.795708,1.274335
118505,103.796252,1.27342
118506,103.796573,1.274337
118510,103.795368,1.274884
118509,103.795416,1.274863
118508,103.79546,1.274847
118516,103.795979,1.27551
119843,103.79622,1.275247
119850,103.796358,1.275339
119848,103.796342,1.275282
119846,103.796324,1.27523
119845,103.796515,1.275156
119844,103.796784,1.275173
119847,103.796532,1.275196
119849,103.796553,1.275255
119851,103.796571,1.275302
119862,103.79669,1.275615
119863,103.79674,1.275543
119860,103.796623,1.275466
119856,103.796604,1.275401
119858,103.796613,1.275431
119853,103.79659,1.27536
119852,103.796373,1.275391
119857,103.796399,1.27548
119855,103.796391,1.275444
119859,103.796405,1.275508
119861,103.796418,1.275541
119866,103.797012,1.276083
119932,103.797589,1.275574
119931,103.796953,1.275332
117440,103.79793,1.275009
118503,103.797529,1.273941
118496,103.799364,1.273187
118495,103.798888,1.272402
118492,103.797425,1.272902
117535,103.798435,1.270316
117537,103.798349,1.27045
117530,103.799626,1.272062
118494,103.799808,1.272861
117529,103.80017,1.271914
118489,103.800914,1.271889
118488,103.801021,1.271541
118487,103.800866,1.271155
117531,103.800048,1.271224
117532,103.800111,1.270605
117534,103.80033,1.270101
117533,103.800709,1.270191
118486,103.800843,1.270545
118476,103.801434,1.270382
118477,103.801481,1.270801
109029,103.802506,1.271939
118490,103.801043,1.27232
119963,103.801386,1.273707
119975,103.802645,1.27367
119973,103.802895,1.27326
119964,103.802908,1.27443
119960,103.801754,1.276356
119962,103.801446,1.275355
119961,103.801105,1.276385
118478,103.800752,1.275602
118501,103.799953,1.274402
117438,103.799061,1.275189
117439,103.799331,1.27512
118481,103.799679,1.275774
118502,103.799266,1.276091
119982,103.798084,1.275556
119934,103.797851,1.27629
119935,103.797772,1.276158
119938,103.797769,1.275845
119933,103.797665,1.275695
119937,103.797716,1.276917
119930,103.797869,1.27696
119968,103.799293,1.277467
119956,103.800196,1.278068
119578,103.800537,1.278452
119967,103.800855,1.277807
119959,103.800733,1.276795
119958,103.801915,1.277321
108932,103.803083,1.277155
109434,103.803132,1.27722
119955,103.802231,1.277936
119957,103.802182,1.277795
119954,103.802287,1.27803
119953,103.802452,1.278993
119573,103.800454,1.279707
119572,103.800642,1.279894
119579,103.801339,1.279968
109685,103.802576,1.281761
109684,103.803019,1.281787
109707,103.803069,1.282542
109706,103.803293,1.282145
109702,103.803655,1.282155
109701,103.803869,1.281814
109339,103.804494,1.281292
109341,103.804502,1.28126
109340,103.8045,1.281277
109342,103.804508,1.28124
109343,103.804513,1.281222
109344,103.804518,1.281202
109345,103.804523,1.281185
109346,103.804527,1.281167
109347,103.804533,1.28115
109353,103.804668,1.280631
109350,103.804606,1.280765
109351,103.804621,1.280734
109352,103.80465,1.280669
109349,103.80459,1.280803
109348,103.804569,1.280842
108939,103.805054,1.27867
108938,103.804319,1.278695
108941,103.804425,1.279123
108940,103.804513,1.279196
108936,103.804559,1.279299
108937,103.804354,1.278364
108935,103.80449,1.277796
108933,103.803649,1.277283
109437,103.80375,1.277218
109436,103.803708,1.277169
109439,103.804207,1.276844
109440,103.804165,1.27687
109435,103.804313,1.276801
109438,103.804253,1.276818
109442,103.804505,1.276439
109441,103.804546,1.276512
109452,103.80459,1.276573
108934,103.804089,1.277224
100086,103.80797,1.277007
101088,103.80768,1.277318
100088,103.808118,1.277499
101086,103.808382,1.277127
100087,103.80871,1.276795
109100,103.808605,1.276117
108944,103.807201,1.274613
109260,103.806968,1.274523
102080,103.80648,1.273943
101080,103.806394,1.273792
109451,103.804256,1.275431
109450,103.804241,1.275544
109449,103.804263,1.275665
109448,103.804277,1.275772
109447,103.804308,1.275875
109443,103.804443,1.27631
109445,103.804386,1.276103
109444,103.804407,1.276196
109446,103.80435,1.275989
109433,103.803521,1.276067
109453,103.804271,1.275339
109454,103.804284,1.275271
119969,103.803693,1.274167
119970,103.803389,1.273865
119974,103.803555,1.273478
119971,103.804321,1.273696
109023,103.805035,1.273672
108945,103.805402,1.272746
119972,103.803934,1.273113
108942,103.806123,1.272635
109030,103.806949,1.272405
109027,103.807064,1.271754
109026,103.807538,1.27193
109025,103.807806,1.271528
109028,103.809458,1.270642
109024,103.809012,1.271315
109258,103.808399,1.271967
104080,103.807057,1.273243
103080,103.806892,1.273298
100081,103.807181,1.273641
100080,103.807287,1.273404
100079,103.807704,1.273269
108943,103.807925,1.274745
100077,103.808676,1.273968
100082,103.80804,1.273808
100078,103.808039,1.273425
104078,103.808194,1.273255
103078,103.808452,1.273452
102078,103.808625,1.273697
101078,103.809062,1.2733
100076,103.808807,1.274388
100075,103.808772,1.274898
100074,103.808857,1.275317
101073,103.809221,1.275244
100073,103.80928,1.275702
100072,103.809573,1.276194
100069,103.810148,1.275667
100068,103.810004,1.275242
100063,103.810819,1.274866
100064,103.81067,1.274431
100067,103.809649,1.274607
100066,103.809642,1.274123
100065,103.810247,1.274123
100051,103.809975,1.273515
101051,103.811032,1.273297
100052,103.81106,1.273882
100053,103.811258,1.274347
101052,103.811254,1.273815
109256,103.811755,1.273301
100054,103.811709,1.273632
100055,103.811948,1.273998
109257,103.811541,1.273051
100049,103.811047,1.272163
100048,103.810554,1.272297
100050,103.809943,1.273108
100045,103.809597,1.272
100046,103.809838,1.271667
100047,103.810083,1.272017
101048,103.810692,1.271761
100044,103.811019,1.271539
109022,103.810006,1.270216
98728,103.812475,1.270635
98746,103.812728,1.271059
98747,103.812654,1.271088
98740,103.812728,1.27139
98741,103.812645,1.271475
98742,103.812573,1.271517
108931,103.811917,1.271728
99164,103.813964,1.271443
98730,103.813531,1.270909
98731,103.813489,1.270921
99169,103.81321,1.271593
98739,103.812783,1.271362
98738,103.812885,1.271301
98737,103.812935,1.271266
98736,103.813089,1.271244
98745,103.812895,1.270956
98735,103.813196,1.271129
98734,103.813253,1.271107
98733,103.813334,1.271011
98732,103.813387,1.270987
98743,103.813236,1.270709
98744,103.813058,1.27083
